CandidateID,YearsExperience,EducationLevel,SkillScore,Certifications,ShouldHire
1519,10,Bachelor’s,76.43,0,1
1520,10,High School,72.47,1,1
1521,8,Bachelor’s,46.33,1,1
1522,16,Bachelor’s,73.54,1,1
1523,8,Bachelor’s,83.36,1,1
1524,17,Bachelor’s,51.25,0,1
1525,10,Bachelor’s,75.8,1,1
1526,1,Master’s,75.91,5,1
1527,5,Master’s,81.68,2,1
1528,10,Bachelor’s,53.15,1,0
1529,1,Bachelor’s,60.21,1,0
1530,8,Master’s,75.36,1,1
1531,4,Bachelor’s,62.22,0,0
1532,12,Bachelor’s,81.62,0,0
1533,4,Master’s,70.16,2,1
1534,3,High School,67.53,0,0
1535,0,Master’s,72.1,0,0
1536,7,High School,41.85,1,1
1537,2,Master’s,95.88,2,1
1538,19,Bachelor’s,65.74,1,1
1539,3,Master’s,57.56,1,0
1540,6,Master’s,76.57,0,1
1541,1,PhD,92.4,0,1
1542,4,Master’s,75.85,1,0
1543,8,Bachelor’s,69.43,2,1
1544,9,Bachelor’s,69.49,0,1
1545,0,PhD,78.18,0,0
1546,5,Master’s,77.88,0,0
1547,2,Bachelor’s,76.75,0,1
1548,0,High School,71.4,1,0
1549,7,Bachelor’s,68.84,1,1
1550,5,High School,82.69,1,1
1551,5,Bachelor’s,70.35,0,1
1552,10,Master’s,85.7,1,1
1553,12,Bachelor’s,53.36,0,1
1554,8,High School,78.83,1,1
1555,5,Bachelor’s,100.0,0,1
1556,2,High School,72.47,2,0
1557,7,High School,55.04,0,1
1558,5,Bachelor’s,81.6,1,1
1559,14,High School,68.44,1,1
1560,5,Bachelor’s,69.35,0,1
1561,10,Bachelor’s,66.45,0,1
1562,7,Bachelor’s,84.81,0,1
1563,1,Bachelor’s,62.27,0,0
1564,17,Bachelor’s,77.26,5,1
1565,4,Master’s,82.02,2,1
1566,4,PhD,89.7,0,1
1567,5,Master’s,77.42,2,0
1568,4,Master’s,78.01,1,0
1569,1,Bachelor’s,67.46,0,0
1570,5,Bachelor’s,79.41,1,0
1571,5,Master’s,62.16,1,1
1572,12,High School,62.6,2,1
1573,5,Master’s,63.35,2,1
1574,4,Bachelor’s,54.89,1,0
1575,5,Bachelor’s,76.92,0,1
1576,2,Master’s,78.49,2,1
1577,7,Bachelor’s,67.51,0,1
1578,8,High School,73.14,1,1
1579,0,Bachelor’s,63.8,1,0
1580,6,Bachelor’s,61.19,1,1
1581,4,Master’s,100.0,1,1
1582,0,High School,66.91,4,0
1583,8,Master’s,80.49,0,0
1584,0,Master’s,85.42,0,0
1585,0,High School,45.98,0,0
1586,1,High School,76.11,0,0
1587,5,High School,67.51,0,1
1588,9,Bachelor’s,71.12,0,1
1589,4,Bachelor’s,54.81,4,1
1590,14,Master’s,89.14,0,1
1591,7,Master’s,64.78,0,1
1592,5,High School,59.43,0,1
1593,10,Bachelor’s,60.33,0,1
1594,10,Bachelor’s,81.82,0,0
1595,9,Bachelor’s,63.67,0,1
1596,5,Master’s,94.79,2,1
1597,5,Master’s,83.53,1,1
1598,1,High School,53.25,0,0
1599,9,Master’s,97.7,0,1
1600,3,Bachelor’s,70.54,0,0
1601,5,Bachelor’s,87.26,1,1
1602,5,High School,71.22,0,0
1603,3,Bachelor’s,61.98,1,0
1604,1,Bachelor’s,70.61,0,0
1605,4,Bachelor’s,71.76,0,0
1606,8,High School,74.51,0,1
1607,13,Bachelor’s,67.29,0,1
1608,7,High School,81.43,0,1
1609,10,Bachelor’s,69.67,3,1
1610,11,Bachelor’s,64.83,2,1
1611,8,Bachelor’s,77.4,2,0
1612,9,Bachelor’s,86.8,1,0
1613,3,Bachelor’s,66.41,0,1
1614,5,Bachelor’s,81.93,1,1
1615,1,PhD,57.91,0,0
1616,3,High School,60.07,0,0
1617,6,Bachelor’s,77.39,1,1
1618,14,Bachelor’s,61.03,0,1
1619,4,Bachelor’s,47.62,2,1
1620,1,Master’s,73.46,0,0
1621,2,PhD,79.21,2,1
1622,4,Bachelor’s,78.08,0,0
1623,2,Master’s,60.14,5,1
1624,6,High School,65.94,1,1
1625,2,Master’s,87.65,1,1
1626,6,High School,74.3,0,1
1627,5,PhD,78.45,1,1
1628,4,Master’s,55.35,0,0
1629,12,Master’s,58.94,0,0
1630,5,High School,73.95,0,1
1631,2,Bachelor’s,61.26,0,0
1632,3,High School,85.44,1,1
1633,0,High School,69.56,0,0
1634,0,High School,75.46,1,0
1635,6,Bachelor’s,77.6,1,1
1636,9,Bachelor’s,61.6,1,1
1637,5,Master’s,75.0,0,1
1638,6,Bachelor’s,81.22,0,1
1639,3,Bachelor’s,66.1,1,0
1640,4,PhD,78.11,2,1
1641,3,Bachelor’s,77.23,0,0
1642,2,High School,65.1,0,0
1643,3,Bachelor’s,82.77,1,1
1644,9,Master’s,75.68,2,1
1645,1,Master’s,67.73,0,0
1646,0,Master’s,66.22,0,0
1647,6,Bachelor’s,61.81,0,1
1648,4,Bachelor’s,78.98,1,0
1649,3,Bachelor’s,54.54,0,0
1650,11,Master’s,88.24,0,1
1651,0,High School,74.72,0,0
1652,8,Master’s,89.66,1,1
1653,18,Bachelor’s,73.86,1,1
1654,6,Bachelor’s,61.9,0,1
1655,6,Bachelor’s,77.97,0,1
1656,4,Master’s,91.33,1,1
1657,3,Master’s,56.1,0,1
1658,3,High School,83.87,5,1
1659,0,Master’s,66.49,5,1
1660,1,Master’s,71.85,0,0
1661,7,High School,87.14,2,1
1662,6,Bachelor’s,72.0,0,1
1663,5,Bachelor’s,78.37,0,0
1664,2,Bachelor’s,83.29,1,1
1665,1,Bachelor’s,43.11,1,0
1666,1,Bachelor’s,68.78,3,0
1667,9,Master’s,69.77,0,1
1668,1,Master’s,80.03,1,1
1669,18,Bachelor’s,74.12,0,1
1670,1,Master’s,81.15,0,1
1671,5,High School,76.42,0,1
1672,1,Bachelor’s,67.3,2,0
1673,14,High School,92.37,0,1
1674,5,Master’s,78.57,2,1
1675,1,High School,63.49,0,0
1676,9,Bachelor’s,66.73,0,0
1677,9,Bachelor’s,61.89,0,1
1678,5,Bachelor’s,58.17,0,1
1679,3,Bachelor’s,78.61,1,0
1680,7,Bachelor’s,76.37,1,1
1681,4,Bachelor’s,64.49,0,0
1682,5,Bachelor’s,60.94,0,1
1683,7,Bachelor’s,53.88,2,1
1684,5,Bachelor’s,78.86,0,0
1685,0,Bachelor’s,68.12,2,0
1686,14,Bachelor’s,71.6,1,1
1687,5,Master’s,73.08,2,1
1688,0,Master’s,79.55,1,0
1689,2,Bachelor’s,84.76,0,1
1690,7,High School,49.62,2,0
1691,5,Bachelor’s,56.55,0,1
1692,11,Master’s,78.58,1,1
1693,5,Master’s,75.58,5,0
1694,2,Bachelor’s,81.09,0,0
1695,8,Master’s,78.48,0,1
1696,1,Bachelor’s,76.71,1,0
1697,0,Master’s,77.69,1,0
1698,3,Master’s,65.61,1,0
1699,14,High School,67.48,0,1
1700,7,Bachelor’s,63.6,2,0
1701,5,Bachelor’s,70.35,0,1
1702,8,Bachelor’s,68.57,0,1
1703,19,Bachelor’s,59.27,1,1
1704,0,Bachelor’s,60.84,0,0
1705,2,Bachelor’s,64.77,0,0
1706,5,Bachelor’s,62.67,1,1
1707,14,Master’s,78.25,0,1
1708,5,High School,75.81,1,1
1709,0,Bachelor’s,69.62,1,0
1710,6,Bachelor’s,59.38,2,1
1711,3,Master’s,76.02,2,1
1712,9,Bachelor’s,84.98,0,1
1713,3,Bachelor’s,59.43,0,0
1714,7,Bachelor’s,68.11,2,1
1715,0,Bachelor’s,68.91,0,0
1716,5,High School,80.64,0,1
1717,5,Master’s,71.73,0,1
1718,8,High School,89.85,0,0
1719,4,Bachelor’s,67.4,2,0
1720,7,Bachelor’s,73.71,1,1
1721,2,Bachelor’s,65.76,1,0
1722,4,Bachelor’s,65.11,2,0
1723,10,Master’s,80.49,0,1
1724,1,Master’s,87.72,3,1
1725,4,Bachelor’s,80.05,0,1
1726,2,Bachelor’s,86.13,0,1
1727,4,Bachelor’s,64.71,1,0
1728,3,Master’s,82.78,1,1
1729,7,PhD,81.6,0,1
1730,2,Bachelor’s,68.53,0,0
1731,4,Master’s,51.04,0,0
1732,1,Master’s,68.21,1,0
1733,2,Bachelor’s,65.51,0,0
1734,0,Master’s,85.63,1,1
1735,10,High School,59.86,1,0
1736,3,Bachelor’s,73.39,2,0
1737,3,High School,67.97,5,0
1738,6,High School,71.75,0,1
1739,1,Bachelor’s,72.81,0,0
1740,9,Bachelor’s,88.33,0,1
1741,1,PhD,79.65,0,0
1742,5,Bachelor’s,51.73,0,1
1743,5,Master’s,67.76,1,1
1744,3,Master’s,59.17,0,0
1745,11,Bachelor’s,63.53,1,1
1746,4,Master’s,66.03,0,0
1747,10,Bachelor’s,54.49,0,1
1748,3,High School,59.31,3,0
1749,3,PhD,61.72,1,0
1750,5,Master’s,74.73,1,1
1751,2,Master’s,70.68,1,0
1752,4,Bachelor’s,61.89,1,1
1753,5,Bachelor’s,88.88,0,1
1754,7,High School,58.53,3,1
1755,5,High School,72.38,1,1
1756,3,Master’s,72.89,2,1
1757,3,Bachelor’s,67.79,1,0
1758,10,Bachelor’s,56.67,1,1
1759,3,High School,72.29,0,0
1760,2,Bachelor’s,63.26,0,0
1761,10,Bachelor’s,60.44,0,1
1762,10,Bachelor’s,65.68,5,1
1763,16,Master’s,73.26,0,1
1764,0,Bachelor’s,83.39,0,0
1765,5,Bachelor’s,90.09,2,1
1766,5,Bachelor’s,59.56,0,0
1767,3,Master’s,66.57,0,1
1768,6,Master’s,83.44,2,1
1769,2,High School,64.68,1,0
1770,4,Bachelor’s,66.11,1,0
1771,5,Master’s,85.27,0,1
1772,0,Bachelor’s,63.69,0,0
1773,5,Bachelor’s,81.04,0,1
1774,2,Master’s,76.77,0,0
1775,7,Bachelor’s,76.95,0,1
1776,6,High School,74.05,1,1
1777,2,PhD,87.27,2,0
1778,0,Master’s,78.54,0,0
1779,10,Bachelor’s,78.14,0,1
1780,8,Bachelor’s,47.96,0,1
1781,1,High School,77.88,0,0
1782,1,Bachelor’s,74.61,0,0
1783,5,Bachelor’s,79.28,0,1
1784,0,High School,73.98,1,0
1785,4,Master’s,71.24,1,0
1786,0,Bachelor’s,73.16,0,0
1787,3,High School,56.1,0,0
1788,11,Bachelor’s,68.82,3,0
1789,4,Master’s,76.81,1,0
1790,3,Master’s,73.98,0,0
1791,1,Bachelor’s,79.93,1,0
1792,5,Bachelor’s,74.51,0,1
1793,8,PhD,90.74,1,1
1794,4,Bachelor’s,66.54,0,0
1795,5,Master’s,79.43,2,1
1796,4,Bachelor’s,71.82,0,0
1797,4,Bachelor’s,63.73,2,0
1798,0,Bachelor’s,69.59,0,1
1799,0,Bachelor’s,64.5,0,0
1800,8,Bachelor’s,64.9,3,1
1801,4,Bachelor’s,65.66,0,0
1802,1,Bachelor’s,86.6,5,0
1803,2,High School,71.58,3,0
1804,5,High School,71.95,0,0
1805,5,High School,87.7,1,1
1806,2,Master’s,87.48,0,1
1807,5,Bachelor’s,77.79,0,1
1808,7,Master’s,63.78,0,1
1809,0,Bachelor’s,79.89,1,0
1810,2,Bachelor’s,66.19,1,0
1811,4,High School,62.95,1,0
1812,3,Master’s,82.21,0,1
1813,1,Bachelor’s,89.84,0,1
1814,5,Bachelor’s,77.57,0,1
1815,18,Master’s,81.85,1,1
1816,1,Bachelor’s,63.67,5,0
1817,8,Master’s,83.85,2,1
1818,5,PhD,62.88,1,1
1819,5,Bachelor’s,57.14,2,1
1820,0,Bachelor’s,76.37,2,0
1821,0,Bachelor’s,79.9,0,0
1822,16,Bachelor’s,83.61,0,1
1823,2,Bachelor’s,82.66,0,1
1824,7,Bachelor’s,77.1,0,1
1825,6,Bachelor’s,73.9,1,0
1826,18,High School,62.66,3,1
1827,4,Bachelor’s,75.27,1,0
1828,8,High School,70.08,0,1
1829,4,High School,72.67,2,0
1830,1,Bachelor’s,80.85,2,1
1831,4,Bachelor’s,62.8,2,0
1832,10,High School,74.11,1,1
1833,6,High School,71.62,0,0
1834,5,PhD,91.34,1,1
1835,4,Bachelor’s,63.0,0,0
1836,3,Master’s,72.91,1,0
1837,6,Master’s,87.73,0,0
1838,2,PhD,59.21,2,1
1839,3,Bachelor’s,55.79,0,0
1840,7,High School,87.52,0,1
1841,5,Master’s,99.64,0,1
1842,1,High School,68.91,0,0
1843,1,Master’s,67.44,0,0
1844,4,High School,61.64,2,0
1845,4,Bachelor’s,57.3,0,0
1846,6,Bachelor’s,80.87,2,1
1847,5,Master’s,91.17,1,1
1848,2,Master’s,67.3,2,1
1849,1,Master’s,77.62,0,0
1850,0,Bachelor’s,65.19,1,0
1851,13,Bachelor’s,59.73,1,1
1852,1,Bachelor’s,78.49,0,1
1853,0,Bachelor’s,60.77,1,0
1854,7,Bachelor’s,75.37,0,1
1855,3,Bachelor’s,54.67,1,0
1856,10,Bachelor’s,70.33,0,1
1857,6,Bachelor’s,81.31,1,1
1858,9,PhD,73.94,1,0
1859,12,Bachelor’s,58.59,0,1
1860,0,High School,72.16,0,0
1861,8,Bachelor’s,75.13,0,1
1862,9,Master’s,97.38,0,1
1863,0,Master’s,80.02,1,1
1864,6,Bachelor’s,63.77,1,1
1865,0,Master’s,76.18,1,0
1866,12,PhD,54.0,0,1
1867,2,Bachelor’s,72.07,5,0
1868,0,Bachelor’s,67.61,0,0
1869,7,Bachelor’s,74.22,1,0
1870,2,Bachelor’s,71.37,3,0
1871,2,PhD,81.19,1,1
1872,9,Master’s,71.24,1,1
1873,7,Bachelor’s,69.36,1,1
1874,14,High School,65.45,3,1
1875,7,High School,77.76,0,1
1876,10,Master’s,80.14,1,1
1877,13,Bachelor’s,78.06,0,1
1878,3,Bachelor’s,57.75,1,1
1879,6,High School,65.77,1,1
1880,4,Master’s,78.91,0,0
1881,10,Master’s,67.51,1,0
1882,1,Master’s,86.48,1,1
1883,6,Bachelor’s,55.78,0,1
1884,0,Bachelor’s,61.74,1,0
1885,2,High School,57.71,1,0
1886,3,Bachelor’s,79.49,0,0
1887,7,Master’s,76.2,1,1
1888,6,Master’s,55.82,2,1
1889,3,Bachelor’s,74.35,1,1
1890,7,High School,62.59,0,1
1891,12,High School,84.16,2,1
1892,4,Master’s,69.73,0,0
1893,2,Bachelor’s,72.78,0,0
1894,2,Bachelor’s,61.53,1,1
1895,0,High School,57.07,1,0
1896,5,Bachelor’s,66.94,1,1
1897,10,Master’s,78.39,0,1
1898,9,High School,68.72,2,1
1899,5,Master’s,78.1,0,1
1900,4,High School,77.02,1,0
1901,4,Bachelor’s,74.49,2,0
1902,1,Master’s,66.84,0,0
1903,10,Master’s,59.7,2,1
1904,0,High School,68.62,1,0
1905,3,Bachelor’s,74.37,0,0
1906,1,High School,62.49,2,0
1907,9,Bachelor’s,75.08,0,1
1908,1,Bachelor’s,73.84,0,0
1909,10,Master’s,83.77,2,1
1910,1,Bachelor’s,58.94,0,0
1911,1,Master’s,93.14,2,1
1912,3,High School,70.83,0,0
1913,0,PhD,92.1,0,1
1914,10,High School,59.33,0,0
1915,2,Bachelor’s,64.37,4,0
1916,11,Bachelor’s,86.05,0,1
1917,3,Bachelor’s,67.75,0,0
1918,0,Bachelor’s,86.67,0,1
1919,4,High School,68.7,0,0
1920,10,Bachelor’s,69.75,0,1
1921,4,Bachelor’s,68.45,2,0
1922,9,Bachelor’s,58.44,0,1
1923,6,High School,62.69,0,1
1924,0,Bachelor’s,68.58,1,0
1925,6,Bachelor’s,88.35,0,1
1926,2,High School,64.94,0,0
1927,9,Bachelor’s,70.33,0,1
1928,9,High School,83.47,0,1
1929,10,Bachelor’s,67.17,2,1
1930,5,Bachelor’s,69.5,4,1
1931,5,Bachelor’s,58.82,1,1
1932,3,Bachelor’s,71.91,0,0
1933,10,Master’s,66.03,1,1
1934,3,High School,75.73,0,0
1935,3,Bachelor’s,59.34,1,0
1936,16,PhD,58.16,1,1
1937,5,High School,54.8,5,1
1938,8,Bachelor’s,63.28,2,1
1939,5,High School,57.37,0,1
1940,7,Bachelor’s,57.7,0,1
1941,9,Master’s,79.38,0,1
1942,0,Bachelor’s,78.35,0,0
1943,0,Bachelor’s,63.76,0,0
1944,8,Master’s,86.79,0,1
1945,1,Bachelor’s,48.08,1,0
1946,0,Bachelor’s,55.78,1,0
1947,0,Bachelor’s,72.44,0,0
1948,2,High School,72.74,0,1
1949,1,High School,60.54,1,0
1950,2,Bachelor’s,69.89,1,0
1951,6,Bachelor’s,69.55,1,0
1952,4,Bachelor’s,50.57,1,0
1953,3,Bachelor’s,75.59,0,0
1954,8,Bachelor’s,70.34,0,1
1955,4,Bachelor’s,65.19,1,0
1956,2,High School,82.0,2,1
1957,10,PhD,73.29,2,1
1958,0,High School,69.34,0,0
1959,1,Bachelor’s,60.6,2,0
1960,7,Bachelor’s,51.92,0,1
1961,8,Bachelor’s,71.71,2,1
1962,6,High School,69.65,0,1
1963,2,Bachelor’s,70.19,3,0
1964,4,PhD,51.02,5,1
1965,3,Bachelor’s,80.93,3,0
1966,4,High School,59.13,0,0
1967,5,High School,71.98,0,0
1968,5,Master’s,65.34,0,1
1969,3,Master’s,86.77,0,1
1970,6,Master’s,61.88,0,1
1971,2,PhD,59.74,4,1
1972,10,Bachelor’s,94.71,2,1
1973,1,High School,70.26,1,0
1974,0,High School,66.58,1,0
1975,1,Master’s,79.96,1,0
1976,3,Bachelor’s,65.28,1,0
1977,9,Bachelor’s,83.48,0,1
1978,0,Bachelor’s,79.09,5,1
1979,1,High School,73.39,0,0
1980,5,Bachelor’s,76.1,1,1
1981,10,Master’s,67.0,2,1
1982,5,Bachelor’s,70.32,0,0
1983,0,Bachelor’s,67.33,0,0
1984,5,Bachelor’s,73.23,3,1
1985,9,Master’s,77.2,0,1
1986,5,Bachelor’s,80.32,1,1
1987,2,Bachelor’s,67.15,0,0
1988,4,PhD,65.03,0,0
1989,3,Master’s,71.03,1,0
1990,0,Bachelor’s,85.44,1,1
1991,15,Bachelor’s,66.86,0,1
1992,6,Master’s,77.6,0,1
1993,10,High School,83.97,0,1
1994,0,Master’s,79.45,1,0
1995,3,High School,68.2,1,0
1996,11,High School,75.82,1,1
1997,5,Master’s,75.46,1,1
1998,4,Bachelor’s,68.3,0,0
1999,0,Bachelor’s,79.75,0,0
2000,5,Master’s,78.69,0,1
2001,5,Bachelor’s,53.17,0,0
2002,9,Bachelor’s,81.19,0,1
2003,6,Bachelor’s,73.41,0,1
2004,12,Master’s,95.77,0,1
2005,3,Master’s,81.0,1,1
2006,4,PhD,78.47,0,0
2007,9,High School,69.71,0,1
2008,4,Bachelor’s,65.99,0,0
2009,1,Bachelor’s,75.59,2,0
2010,4,Bachelor’s,65.95,0,0
2011,7,High School,78.83,2,1
2012,11,High School,75.17,0,1
2013,2,Bachelor’s,80.36,0,1
2014,5,Bachelor’s,68.71,2,1
2015,5,Master’s,83.27,0,1
2016,3,Bachelor’s,68.96,0,0
2017,12,High School,66.18,2,1
2018,7,Bachelor’s,77.4,1,1
2019,19,Master’s,78.81,3,1
2020,6,Master’s,74.59,0,1
2021,4,High School,68.39,1,0
2022,20,Bachelor’s,63.07,1,0
2023,5,Bachelor’s,48.73,1,1
2024,7,Bachelor’s,70.32,2,1
2025,1,Bachelor’s,84.37,0,1
2026,5,PhD,72.94,2,1
2027,1,Bachelor’s,72.89,1,0
2028,3,High School,75.09,1,0
2029,6,High School,60.58,1,1
2030,15,High School,86.65,3,1
2031,10,Bachelor’s,88.48,0,1
2032,4,High School,81.91,0,1
2033,4,Bachelor’s,64.36,2,0
2034,0,Bachelor’s,66.03,2,1
2035,1,Bachelor’s,78.2,1,0
2036,0,PhD,70.32,1,0
2037,10,PhD,74.48,2,1
2038,10,Bachelor’s,61.91,2,1
2039,1,Master’s,70.7,1,0
2040,0,High School,90.08,0,1
2041,5,Bachelor’s,71.92,0,1
2042,2,Bachelor’s,61.22,0,1
2043,5,Bachelor’s,58.65,1,1
2044,1,High School,69.61,0,0
2045,0,Master’s,82.44,1,1
2046,3,Bachelor’s,63.77,0,0
2047,10,Bachelor’s,66.19,0,1
2048,0,High School,74.07,0,0
2049,1,Bachelor’s,80.97,0,1
2050,5,Master’s,79.76,1,1
2051,4,High School,80.15,0,1
2052,3,PhD,63.28,2,1
2053,12,Bachelor’s,71.85,5,1
2054,9,High School,94.02,0,1
2055,5,High School,84.97,0,1
2056,0,Master’s,74.22,0,0
2057,4,Bachelor’s,75.02,1,0
2058,3,High School,69.71,0,0
2059,13,Master’s,66.53,1,0
2060,7,Master’s,75.22,1,1
2061,10,Bachelor’s,83.5,2,1
2062,1,Bachelor’s,94.62,1,1
2063,1,Bachelor’s,60.75,2,1
2064,13,High School,72.69,0,1
2065,5,Bachelor’s,67.32,4,1
2066,3,Master’s,50.65,1,0
2067,2,Master’s,92.06,2,1
2068,10,Bachelor’s,56.9,0,1
2069,2,Bachelor’s,82.04,2,1
2070,0,Bachelor’s,55.11,1,1
2071,10,Master’s,68.26,0,1
2072,1,Bachelor’s,47.83,3,0
2073,3,Bachelor’s,87.1,1,0
2074,1,High School,76.67,0,0
2075,6,Master’s,79.26,0,1
2076,7,High School,60.68,1,1
2077,3,High School,79.23,0,0
2078,3,Bachelor’s,74.06,0,0
2079,1,Master’s,86.79,0,1
2080,0,Bachelor’s,55.59,0,0
2081,4,PhD,62.9,2,1
2082,10,Bachelor’s,72.46,2,1
2083,3,Bachelor’s,50.86,0,0
2084,5,Bachelor’s,90.42,2,1
2085,9,Bachelor’s,72.68,1,1
2086,1,PhD,58.2,0,1
2087,2,High School,71.76,0,0
2088,0,High School,59.82,0,0
2089,9,Bachelor’s,73.69,1,1
2090,1,Bachelor’s,71.7,1,0
2091,6,High School,67.23,0,1
2092,1,Bachelor’s,69.57,0,0
2093,4,Bachelor’s,71.14,1,0
2094,10,High School,70.02,2,1
2095,5,High School,76.26,3,1
2096,10,Master’s,78.88,0,1
2097,3,Master’s,60.49,0,0
2098,10,Bachelor’s,67.68,0,1
2099,1,Bachelor’s,68.79,0,1
2100,1,High School,69.71,0,0
2101,8,Bachelor’s,72.33,2,1
2102,10,Master’s,67.2,2,1
2103,4,Bachelor’s,71.16,1,0
2104,2,Bachelor’s,69.7,0,0
2105,2,Bachelor’s,73.19,0,0
2106,5,Bachelor’s,69.79,0,0
2107,5,Bachelor’s,62.64,3,1
2108,5,High School,58.5,1,1
2109,8,High School,68.64,2,1
2110,4,Master’s,67.22,0,0
2111,3,High School,79.7,1,0
2112,5,Master’s,62.42,0,1
2113,4,Bachelor’s,76.53,2,0
2114,15,High School,81.13,3,1
2115,2,Bachelor’s,65.91,0,0
2116,2,Master’s,64.42,2,1
2117,7,High School,84.31,1,1
2118,2,Bachelor’s,80.44,0,1
2119,0,Bachelor’s,85.32,2,1
2120,2,Bachelor’s,68.54,0,0
2121,0,Bachelor’s,67.02,0,0
2122,5,Bachelor’s,66.81,0,1
2123,0,Master’s,83.93,1,1
2124,0,Bachelor’s,89.59,1,0
2125,1,High School,70.63,1,0
2126,9,Bachelor’s,62.72,1,1
2127,13,Master’s,63.27,0,1
2128,18,High School,66.88,0,1
2129,8,Master’s,75.18,1,1
2130,9,Bachelor’s,67.76,0,1
2131,5,High School,54.89,1,1
2132,3,Bachelor’s,69.13,1,0
2133,9,High School,65.61,0,1
2134,0,Master’s,71.73,1,0
2135,8,Master’s,93.08,0,1
2136,1,Bachelor’s,75.53,1,0
2137,5,Master’s,80.04,0,1
2138,5,Bachelor’s,64.59,0,0
2139,20,High School,78.67,0,1
2140,3,High School,79.98,0,0
2141,6,Master’s,57.28,0,1
2142,6,PhD,81.37,2,1
2143,9,Master’s,83.0,1,1
2144,0,Bachelor’s,81.92,1,0
2145,3,Bachelor’s,79.88,0,0
2146,0,High School,74.59,1,0
2147,8,Bachelor’s,61.25,2,1
2148,10,Bachelor’s,65.07,0,1
2149,4,Bachelor’s,65.59,0,0
2150,4,Bachelor’s,66.35,1,1
2151,12,Bachelor’s,74.3,0,1
2152,4,PhD,75.19,2,1
2153,7,Bachelor’s,60.08,1,1
2154,2,Bachelor’s,44.22,0,0
2155,4,Bachelor’s,67.2,0,0
2156,8,Bachelor’s,68.73,1,1
2157,0,Bachelor’s,61.4,1,0
2158,3,High School,65.55,0,0
2159,2,Bachelor’s,71.5,0,0
2160,2,Bachelor’s,70.61,0,0
2161,0,High School,97.15,0,1
2162,5,Bachelor’s,54.47,0,1
2163,7,High School,79.45,2,1
2164,7,Bachelor’s,74.14,1,1
2165,2,Master’s,68.24,1,0
2166,20,Bachelor’s,68.85,1,1
2167,1,Bachelor’s,81.14,1,1
2168,1,High School,70.05,1,0
2169,0,Bachelor’s,61.64,0,0
2170,6,Bachelor’s,67.34,0,1
2171,0,Master’s,89.55,2,1
2172,5,Bachelor’s,88.81,0,1
2173,6,Bachelor’s,85.16,0,1
2174,10,Master’s,59.92,2,1
2175,10,Bachelor’s,92.74,2,1
2176,8,Bachelor’s,73.35,1,1
2177,5,High School,79.28,1,1
2178,8,Bachelor’s,70.7,0,1
2179,4,High School,66.05,0,0
2180,1,High School,70.87,1,0
2181,4,High School,65.21,0,0
2182,2,PhD,80.16,2,1
2183,4,Master’s,71.82,0,0
2184,6,High School,71.52,0,1
2185,10,Bachelor’s,80.4,1,1
2186,0,Bachelor’s,62.93,2,0
2187,9,Bachelor’s,89.35,1,1
2188,5,Bachelor’s,82.03,4,1
2189,0,Bachelor’s,83.37,0,1
2190,7,PhD,82.67,0,1
2191,1,Master’s,95.28,0,1
2192,1,High School,79.25,0,0
2193,5,Bachelor’s,58.41,1,1
2194,5,Bachelor’s,61.45,1,1
2195,4,Master’s,78.78,0,0
2196,4,Bachelor’s,66.33,5,0
2197,3,Master’s,61.08,1,0
2198,4,High School,63.69,3,0
2199,10,Bachelor’s,72.52,0,1
2200,3,High School,75.99,0,0
2201,2,Master’s,74.62,0,0
2202,9,High School,70.74,0,1
2203,5,Bachelor’s,72.83,0,1
2204,4,Bachelor’s,73.31,0,0
2205,0,Master’s,61.89,2,1
2206,0,High School,85.69,0,0
2207,1,Bachelor’s,75.0,3,0
2208,6,Bachelor’s,50.09,2,1
2209,3,High School,87.58,0,1
2210,5,High School,75.61,0,1
2211,9,Master’s,72.7,0,1
2212,20,High School,54.33,1,1
2213,5,Master’s,69.25,0,0
2214,2,High School,79.11,0,0
2215,5,Bachelor’s,60.78,0,0
2216,1,Bachelor’s,71.0,1,0
2217,2,Master’s,68.23,0,0
2218,4,Bachelor’s,79.31,0,1
2219,1,Master’s,69.81,0,0
2220,20,Bachelor’s,68.03,0,1
2221,5,Master’s,75.03,0,1
2222,0,High School,71.78,0,0
2223,2,Bachelor’s,67.9,2,0
2224,0,Bachelor’s,72.04,0,0
2225,0,Bachelor’s,65.78,0,0
2226,6,High School,80.28,0,1
2227,1,High School,82.42,0,1
2228,10,Bachelor’s,67.43,0,1
2229,12,High School,59.56,0,1
2230,5,Bachelor’s,53.37,1,1
2231,20,Bachelor’s,63.13,0,1
2232,3,High School,61.54,0,0
2233,3,Bachelor’s,68.23,0,0
2234,6,Master’s,76.93,2,1
2235,5,Master’s,61.62,1,1
2236,7,Master’s,81.12,0,1
2237,6,High School,76.77,0,1
2238,1,Bachelor’s,72.51,0,0
2239,10,Bachelor’s,77.78,2,1
2240,4,High School,70.75,1,0
2241,1,High School,86.52,1,1
2242,6,Bachelor’s,65.54,1,0
2243,0,Bachelor’s,68.46,1,0
2244,0,Bachelor’s,82.57,1,1
2245,1,Bachelor’s,63.6,0,0
2246,17,Bachelor’s,56.05,1,1
2247,1,Bachelor’s,77.27,2,0
2248,5,High School,69.11,5,1
2249,2,Bachelor’s,79.93,0,0
2250,10,High School,67.5,1,1
2251,1,High School,62.19,1,0
2252,20,Master’s,97.11,0,1
